exp_id,wt_btr,wt_wait,wt_psb,wt_pri,start_time,finish_time,duration,total,completed,expired,canceled,running,err,to_rerun
53,25.00,15.00,0.00,0.00,"2020-06-01 21:55:34","2020-06-01 22:08:00",00:12:26,15,11,4,0,0,0,0
54,25.00,20.00,0.00,0.00,"2020-06-01 22:10:35","2020-06-01 22:22:10",00:11:35,15,12,3,0,0,0,0
55,25.00,30.00,0.00,0.00,"2020-06-01 22:24:33","2020-06-01 22:38:08",00:13:35,15,11,4,0,0,0,0
56,25.00,35.00,0.00,0.00,"2020-06-01 22:39:37","2020-06-01 22:52:02",00:12:25,15,11,4,0,0,0,0
57,25.00,40.00,0.00,0.00,"2020-06-01 22:54:38","2020-06-01 23:07:03",00:12:25,15,11,4,0,0,0,0
58,25.00,45.00,0.00,0.00,"2020-06-01 23:09:38","2020-06-01 23:25:09",00:15:31,15,12,3,0,0,0,0
59,25.00,50.00,0.00,0.00,"2020-06-01 23:26:40","2020-06-01 23:38:18",00:11:38,15,12,3,0,0,0,0
60,30.00,5.00,0.00,0.00,"2020-06-01 23:40:52","2020-06-01 23:53:09",00:12:17,15,11,4,0,0,0,0
61,30.00,10.00,0.00,0.00,"2020-06-01 23:54:45","2020-06-02 00:09:12",00:14:27,15,12,3,0,0,0,0
62,30.00,15.00,0.00,0.00,"2020-06-02 00:11:00","2020-06-02 00:22:38",00:11:38,15,12,3,0,0,0,0
63,30.00,20.00,0.00,0.00,"2020-06-02 00:24:59","2020-06-02 00:37:24",00:12:25,15,11,4,0,0,0,0
64,30.00,25.00,0.00,0.00,"2020-06-02 00:39:58","2020-06-02 00:54:15",00:14:17,15,12,3,0,0,0,0
65,30.00,30.00,0.00,0.00,"2020-06-02 00:56:00","2020-06-02 01:07:37",00:11:37,15,12,3,0,0,0,0
66,30.00,35.00,0.00,0.00,"2020-06-02 01:10:03","2020-06-02 01:23:30",00:13:27,15,12,3,0,0,0,0
67,30.00,40.00,0.00,0.00,"2020-06-02 01:25:06","2020-06-02 01:36:55",00:11:49,15,12,3,0,0,0,0
68,30.00,45.00,0.00,0.00,"2020-06-02 01:39:25","2020-06-02 01:51:50",00:12:25,15,11,4,0,0,0,0
69,30.00,50.00,0.00,0.00,"2020-06-02 01:54:26","2020-06-02 02:06:51",00:12:25,15,11,4,0,0,0,0
70,35.00,5.00,0.00,0.00,"2020-06-02 02:09:25","2020-06-02 02:21:01",00:11:36,15,12,3,0,0,0,0
71,35.00,10.00,0.00,0.00,"2020-06-02 02:23:32","2020-06-02 02:35:08",00:11:36,15,12,3,0,0,0,0
72,35.00,15.00,0.00,0.00,"2020-06-02 02:37:39","2020-06-02 02:50:06",00:12:27,15,11,4,0,0,0,0
73,35.00,20.00,0.00,0.00,"2020-06-02 02:52:10","2020-06-02 03:03:47",00:11:37,15,12,3,0,0,0,0
74,35.00,25.00,0.00,0.00,"2020-06-02 03:06:37","2020-06-02 03:19:02",00:12:25,15,10,5,0,0,0,0
75,35.00,30.00,0.00,0.00,"2020-06-02 03:21:37","2020-06-02 03:33:12",00:11:35,15,12,3,0,0,0,0
76,35.00,40.00,0.00,0.00,"2020-06-02 03:35:44","2020-06-02 03:49:11",00:13:27,15,12,3,0,0,0,0
77,35.00,45.00,0.00,0.00,"2020-06-02 03:50:55","2020-06-02 04:02:32",00:11:37,15,12,3,0,0,0,0
78,35.00,50.00,0.00,0.00,"2020-06-02 04:04:53","2020-06-02 04:17:20",00:12:27,15,11,4,0,0,0,0
79,40.00,5.00,0.00,0.00,"2020-06-02 04:19:29","2020-06-02 04:32:07",00:12:38,15,11,4,0,0,0,0
80,40.00,10.00,0.00,0.00,"2020-06-02 04:34:44","2020-06-02 04:46:19",00:11:35,15,12,3,0,0,0,0
81,40.00,15.00,0.00,0.00,"2020-06-02 04:48:42","2020-06-02 05:00:18",00:11:36,15,12,3,0,0,0,0
82,40.00,20.00,0.00,0.00,"2020-06-02 05:02:49","2020-06-02 05:15:13",00:12:24,15,11,4,0,0,0,0
83,40.00,25.00,0.00,0.00,"2020-06-02 05:17:50","2020-06-02 05:31:26",00:13:36,15,11,4,0,0,0,0
84,40.00,30.00,0.00,0.00,"2020-06-02 05:32:57","2020-06-02 05:44:33",00:11:36,15,12,3,0,0,0,0
85,40.00,35.00,0.00,0.00,"2020-06-02 05:47:05","2020-06-02 05:58:42",00:11:37,15,12,3,0,0,0,0
86,40.00,45.00,0.00,0.00,"2020-06-02 06:01:04","2020-06-02 06:13:33",00:12:29,15,11,3,0,0,0,1
87,40.00,50.00,0.00,0.00,"2020-06-02 06:14:50","2020-06-02 06:29:09",00:14:19,15,12,3,0,0,0,0
88,45.00,5.00,0.00,0.00,"2020-06-02 06:30:54","2020-06-02 06:42:30",00:11:36,15,12,3,0,0,0,0
89,45.00,10.00,0.00,0.00,"2020-06-02 06:44:53","2020-06-02 06:59:23",00:14:30,15,12,3,0,0,0,0
90,45.00,15.00,0.00,0.00,"2020-06-02 07:01:10","2020-06-02 07:15:18",00:14:08,15,12,3,0,0,0,0
91,45.00,20.00,0.00,0.00,"2020-06-02 07:16:52","2020-06-02 07:31:12",00:14:20,15,12,3,0,0,0,0
92,45.00,25.00,0.00,0.00,"2020-06-02 07:32:57","2020-06-02 07:44:33",00:11:36,15,12,3,0,0,0,0
93,45.00,30.00,0.00,0.00,"2020-06-02 07:47:04","2020-06-02 07:59:31",00:12:27,15,11,4,0,0,0,0
94,45.00,35.00,0.00,0.00,"2020-06-02 08:01:35","2020-06-02 08:14:01",00:12:26,15,11,4,0,0,0,0
95,45.00,40.00,0.00,0.00,"2020-06-02 08:16:07","2020-06-02 08:27:55",00:11:48,15,12,3,0,0,0,0
96,45.00,50.00,0.00,0.00,"2020-06-02 08:30:27","2020-06-02 08:42:52",00:12:25,15,11,4,0,0,0,0
97,50.00,5.00,0.00,0.00,"2020-06-02 08:45:30","2020-06-02 08:59:03",00:13:33,15,11,4,0,0,0,0
98,50.00,10.00,0.00,0.00,"2020-06-02 09:00:33","2020-06-02 09:15:23",00:14:50,15,12,3,0,0,0,0
99,50.00,15.00,0.00,0.00,"2020-06-02 09:17:07","2020-06-02 09:29:32",00:12:25,15,11,4,0,0,0,0
100,50.00,20.00,0.00,0.00,"2020-06-02 09:31:04","2020-06-02 09:43:30",00:12:26,15,11,4,0,0,0,0
101,50.00,25.00,0.00,0.00,"2020-06-02 09:46:09","2020-06-02 09:57:57",00:11:48,15,12,3,0,0,0,0
102,50.00,30.00,0.00,0.00,"2020-06-02 10:00:29","2020-06-02 10:14:01",00:13:32,15,13,1,0,0,0,1
103,50.00,35.00,0.00,0.00,"2020-06-02 10:16:35","2020-06-02 10:30:22",00:13:47,15,11,3,0,0,0,1
104,50.00,40.00,0.00,0.00,"2020-06-02 10:32:38","2020-06-02 10:44:26",00:11:48,15,12,3,0,0,0,0
105,50.00,45.00,0.00,0.00,"2020-06-02 10:46:56","2020-06-02 10:58:45",00:11:49,15,12,3,0,0,0,0
