task_id,task_type,start_time,target_id,robot_id,priority,cur_status,dependency,finish_time,description
497,ExecuteTask,"2020-06-01 15:43:06",28,NULL,2,Created,0,NULL,NULL
498,ExecuteTask,"2020-06-01 15:43:51",29,1,2,RanToCompletion,0,"2020-06-01 15:45:58",Succeeded
499,ExecuteTask,"2020-06-01 15:44:36",30,2,2,RanToCompletion,0,"2020-06-01 15:46:01",Succeeded
500,ExecuteTask,"2020-06-01 15:45:21",21,NULL,2,Created,0,NULL,NULL
501,ExecuteTask,"2020-06-01 15:46:06",22,3,2,RanToCompletion,0,"2020-06-01 15:49:08",Succeeded
502,ExecuteTask,"2020-06-01 15:46:51",23,1,2,RanToCompletion,0,"2020-06-01 15:49:33",Succeeded
503,ExecuteTask,"2020-06-01 15:47:36",24,2,2,RanToCompletion,0,"2020-06-01 15:48:20",Succeeded
504,ExecuteTask,"2020-06-01 15:48:21",25,NULL,2,Created,0,NULL,NULL
505,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 15:52:08",Succeeded
506,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 15:52:08",Succeeded
507,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 15:52:08",Succeeded
508,ExecuteTask,"2020-06-01 15:52:53",21,1,2,RanToCompletion,0,"2020-06-01 15:55:10",Succeeded
509,ExecuteTask,"2020-06-01 15:53:38",22,2,2,RanToCompletion,0,"2020-06-01 15:55:13",Succeeded
510,ExecuteTask,"2020-06-01 15:54:23",23,3,2,RanToCompletion,0,"2020-06-01 15:55:16",Succeeded
511,ExecuteTask,"2020-06-01 15:55:08",24,NULL,2,Created,0,NULL,NULL
512,ExecuteTask,"2020-06-01 15:55:53",25,1,2,RanToCompletion,0,"2020-06-01 15:58:12",Succeeded
513,ExecuteTask,"2020-06-01 15:56:38",26,2,2,RanToCompletion,0,"2020-06-01 15:59:34",Succeeded
514,ExecuteTask,"2020-06-01 15:57:23",27,3,2,RanToCompletion,0,"2020-06-01 16:00:34",Succeeded
515,ExecuteTask,"2020-06-01 15:58:08",28,NULL,2,Created,0,NULL,NULL
516,ExecuteTask,"2020-06-01 15:58:53",29,1,2,RanToCompletion,0,"2020-06-01 16:01:04",Succeeded
517,ExecuteTask,"2020-06-01 16:00:38",30,2,3,RanToCompletion,0,"2020-06-01 16:02:02",Succeeded
518,ExecuteTask,"2020-06-01 16:00:23",21,NULL,2,Created,0,NULL,NULL
519,ExecuteTask,"2020-06-01 16:01:08",22,3,2,RanToCompletion,0,"2020-06-01 16:04:10",Succeeded
520,ExecuteTask,"2020-06-01 16:01:53",23,1,2,RanToCompletion,0,"2020-06-01 16:04:34",Succeeded
521,ExecuteTask,"2020-06-01 16:02:38",24,2,2,RanToCompletion,0,"2020-06-01 16:03:21",Succeeded
522,ExecuteTask,"2020-06-01 16:03:23",25,NULL,2,Created,0,NULL,NULL
523,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 16:07:08",Succeeded
524,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 16:07:08",Succeeded
525,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 16:07:08",Succeeded
526,ExecuteTask,"2020-06-01 16:07:53",21,3,2,RanToCompletion,0,"2020-06-01 16:08:52",Succeeded
527,ExecuteTask,"2020-06-01 16:08:38",22,2,2,RanToCompletion,0,"2020-06-01 16:10:14",Succeeded
528,ExecuteTask,"2020-06-01 16:09:23",23,1,2,RanToCompletion,0,"2020-06-01 16:11:47",Succeeded
529,ExecuteTask,"2020-06-01 16:10:08",24,3,2,RanToCompletion,0,"2020-06-01 16:12:12",Succeeded
530,ExecuteTask,"2020-06-01 16:10:53",25,2,2,RanToCompletion,0,"2020-06-01 16:13:02",Succeeded
531,ExecuteTask,"2020-06-01 16:11:38",26,NULL,2,Created,0,NULL,NULL
532,ExecuteTask,"2020-06-01 16:12:23",27,1,2,RanToCompletion,0,"2020-06-01 16:15:29",Succeeded
533,ExecuteTask,"2020-06-01 16:13:08",28,3,2,RanToCompletion,0,"2020-06-01 16:15:03",Succeeded
534,ExecuteTask,"2020-06-01 16:13:53",29,2,2,RanToCompletion,0,"2020-06-01 16:16:02",Succeeded
535,ExecuteTask,"2020-06-01 16:14:38",30,NULL,2,Created,0,NULL,NULL
536,ExecuteTask,"2020-06-01 16:15:23",21,3,2,RanToCompletion,0,"2020-06-01 16:18:22",Succeeded
537,ExecuteTask,"2020-06-01 16:16:08",22,1,2,RanToCompletion,0,"2020-06-01 16:19:10",Succeeded
538,ExecuteTask,"2020-06-01 16:16:53",23,2,2,RanToCompletion,0,"2020-06-01 16:19:35",Succeeded
539,ExecuteTask,"2020-06-01 16:17:38",24,NULL,2,Created,0,NULL,NULL
540,ExecuteTask,"2020-06-01 16:18:23",25,NULL,2,Created,0,NULL,NULL
541,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 16:21:39",Succeeded
542,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 16:21:39",Succeeded
543,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 16:21:39",Succeeded
544,ExecuteTask,"2020-06-01 16:22:24",21,3,2,RanToCompletion,0,"2020-06-01 16:23:23",Succeeded
545,ExecuteTask,"2020-06-01 16:23:09",22,2,2,RanToCompletion,0,"2020-06-01 16:24:44",Succeeded
546,ExecuteTask,"2020-06-01 16:23:54",23,1,2,RanToCompletion,0,"2020-06-01 16:26:44",Succeeded
547,ExecuteTask,"2020-06-01 16:24:39",24,3,2,RanToCompletion,0,"2020-06-01 16:27:04",Succeeded
548,ExecuteTask,"2020-06-01 16:25:24",25,2,2,RanToCompletion,0,"2020-06-01 16:27:33",Succeeded
549,ExecuteTask,"2020-06-01 16:26:09",26,NULL,2,Created,0,NULL,NULL
550,ExecuteTask,"2020-06-01 16:26:54",27,1,2,RanToCompletion,0,"2020-06-01 16:30:01",Succeeded
551,ExecuteTask,"2020-06-01 16:27:39",28,3,2,RanToCompletion,0,"2020-06-01 16:29:37",Succeeded
552,ExecuteTask,"2020-06-01 16:28:24",29,2,2,RanToCompletion,0,"2020-06-01 16:30:31",Succeeded
553,ExecuteTask,"2020-06-01 16:29:09",30,NULL,2,Created,0,NULL,NULL
554,ExecuteTask,"2020-06-01 16:29:54",21,3,2,RanToCompletion,0,"2020-06-01 16:32:53",Succeeded
555,ExecuteTask,"2020-06-01 16:30:39",22,1,2,RanToCompletion,0,"2020-06-01 16:33:41",Succeeded
556,ExecuteTask,"2020-06-01 16:31:24",23,2,2,RanToCompletion,0,"2020-06-01 16:34:04",Succeeded
557,ExecuteTask,"2020-06-01 16:32:09",24,NULL,2,Created,0,NULL,NULL
558,ExecuteTask,"2020-06-01 16:32:54",25,NULL,2,Created,0,NULL,NULL
559,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 16:36:10",Succeeded
560,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 16:36:10",Succeeded
561,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 16:36:10",Succeeded
562,ExecuteTask,"2020-06-01 16:36:55",21,2,2,RanToCompletion,0,"2020-06-01 16:38:41",Succeeded
563,ExecuteTask,"2020-06-01 16:37:40",22,1,2,RanToCompletion,0,"2020-06-01 16:39:47",Succeeded
564,ExecuteTask,"2020-06-01 16:38:25",23,3,2,RanToCompletion,0,"2020-06-01 16:39:18",Succeeded
565,ExecuteTask,"2020-06-01 16:39:10",24,2,2,RanToCompletion,0,"2020-06-01 16:41:05",Succeeded
566,ExecuteTask,"2020-06-01 16:39:55",25,3,2,RanToCompletion,0,"2020-06-01 16:42:09",Succeeded
567,ExecuteTask,"2020-06-01 16:40:40",26,1,2,RanToCompletion,0,"2020-06-01 16:43:35",Succeeded
568,ExecuteTask,"2020-06-01 16:41:25",27,2,2,RanToCompletion,0,"2020-06-01 16:43:34",Succeeded
569,ExecuteTask,"2020-06-01 16:42:10",28,NULL,2,Created,0,NULL,NULL
570,ExecuteTask,"2020-06-01 16:42:55",29,3,2,RanToCompletion,0,"2020-06-01 16:45:02",Succeeded
571,ExecuteTask,"2020-06-01 16:43:40",30,2,2,RanToCompletion,0,"2020-06-01 16:45:13",Succeeded
572,ExecuteTask,"2020-06-01 16:44:25",21,1,2,RanToCompletion,0,"2020-06-01 16:47:29",Succeeded
573,ExecuteTask,"2020-06-01 16:45:10",22,3,2,RanToCompletion,0,"2020-06-01 16:47:47",Succeeded
574,ExecuteTask,"2020-06-01 16:45:55",23,2,2,RanToCompletion,0,"2020-06-01 16:47:36",Succeeded
575,ExecuteTask,"2020-06-01 16:46:40",24,NULL,2,Created,0,NULL,NULL
576,ExecuteTask,"2020-06-01 16:47:25",25,NULL,2,Created,0,NULL,NULL
577,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 16:50:08",Succeeded
578,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 16:50:08",Succeeded
579,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 16:50:09",Succeeded
580,ExecuteTask,"2020-06-01 16:50:53",21,2,2,RanToCompletion,0,"2020-06-01 16:52:39",Succeeded
581,ExecuteTask,"2020-06-01 16:51:38",22,1,2,RanToCompletion,0,"2020-06-01 16:53:46",Succeeded
582,ExecuteTask,"2020-06-01 16:52:23",23,3,2,RanToCompletion,0,"2020-06-01 16:53:16",Succeeded
583,ExecuteTask,"2020-06-01 16:53:08",24,2,2,RanToCompletion,0,"2020-06-01 16:55:02",Succeeded
584,ExecuteTask,"2020-06-01 16:53:53",25,3,2,RanToCompletion,0,"2020-06-01 16:56:06",Succeeded
585,ExecuteTask,"2020-06-01 16:54:38",26,1,2,RanToCompletion,0,"2020-06-01 16:57:33",Succeeded
586,ExecuteTask,"2020-06-01 16:55:23",27,2,2,RanToCompletion,0,"2020-06-01 16:57:32",Succeeded
587,ExecuteTask,"2020-06-01 16:56:08",28,NULL,2,Created,0,NULL,NULL
588,ExecuteTask,"2020-06-01 16:56:53",29,3,2,RanToCompletion,0,"2020-06-01 16:59:01",Succeeded
589,ExecuteTask,"2020-06-01 16:57:38",30,2,2,RanToCompletion,0,"2020-06-01 16:59:12",Succeeded
590,ExecuteTask,"2020-06-01 16:58:23",21,1,2,RanToCompletion,0,"2020-06-01 17:01:28",Succeeded
591,ExecuteTask,"2020-06-01 16:59:08",22,3,2,RanToCompletion,0,"2020-06-01 17:01:44",Succeeded
592,ExecuteTask,"2020-06-01 16:59:53",23,2,2,RanToCompletion,0,"2020-06-01 17:01:33",Succeeded
593,ExecuteTask,"2020-06-01 17:00:38",24,NULL,2,Created,0,NULL,NULL
594,ExecuteTask,"2020-06-01 17:01:23",25,NULL,2,Created,0,NULL,NULL
595,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 17:04:11",Succeeded
596,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 17:04:12",Succeeded
597,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 17:04:11",Succeeded
598,ExecuteTask,"2020-06-01 17:04:56",21,3,2,RanToCompletion,0,"2020-06-01 17:05:55",Succeeded
599,ExecuteTask,"2020-06-01 17:05:41",22,1,2,RanToCompletion,0,"2020-06-01 17:07:49",Succeeded
600,ExecuteTask,"2020-06-01 17:06:26",23,2,2,RanToCompletion,0,"2020-06-01 17:08:06",Succeeded
601,ExecuteTask,"2020-06-01 17:07:11",24,3,2,RanToCompletion,0,"2020-06-01 17:09:08",Succeeded
602,ExecuteTask,"2020-06-01 17:07:56",25,1,2,RanToCompletion,0,"2020-06-01 17:10:05",Succeeded
603,ExecuteTask,"2020-06-01 17:08:41",26,2,2,RanToCompletion,0,"2020-06-01 17:11:41",Succeeded
604,ExecuteTask,"2020-06-01 17:09:26",27,3,2,RanToCompletion,0,"2020-06-01 17:11:35",Succeeded
605,ExecuteTask,"2020-06-01 17:10:11",28,1,2,RanToCompletion,0,"2020-06-01 17:12:32",Succeeded
606,ExecuteTask,"2020-06-01 17:10:56",29,NULL,2,Created,0,NULL,NULL
607,ExecuteTask,"2020-06-01 17:11:41",30,3,2,RanToCompletion,0,"2020-06-01 17:13:13",Succeeded
608,ExecuteTask,"2020-06-01 17:12:26",21,2,2,RanToCompletion,0,"2020-06-01 17:15:30",Succeeded
609,ExecuteTask,"2020-06-01 17:13:11",22,1,2,RanToCompletion,0,"2020-06-01 17:16:00",Succeeded
610,ExecuteTask,"2020-06-01 17:13:56",23,3,2,RanToCompletion,0,"2020-06-01 17:15:37",Succeeded
611,ExecuteTask,"2020-06-01 17:14:41",24,NULL,2,Created,0,NULL,NULL
612,ExecuteTask,"2020-06-01 17:15:26",25,NULL,2,Created,0,NULL,NULL
613,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 17:18:33",Succeeded
614,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 17:18:33",Succeeded
615,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 17:18:32",Succeeded
616,ExecuteTask,"2020-06-01 17:19:18",21,3,2,RanToCompletion,0,"2020-06-01 17:20:18",Succeeded
617,ExecuteTask,"2020-06-01 17:20:03",22,2,2,RanToCompletion,0,"2020-06-01 17:21:38",Succeeded
618,ExecuteTask,"2020-06-01 17:20:48",23,1,2,RanToCompletion,0,"2020-06-01 17:24:10",Succeeded
619,ExecuteTask,"2020-06-01 17:21:33",24,3,2,RanToCompletion,0,"2020-06-01 17:24:01",Succeeded
620,ExecuteTask,"2020-06-01 17:22:18",25,2,2,RanToCompletion,0,"2020-06-01 17:25:04",Succeeded
621,ExecuteTask,"2020-06-01 17:23:03",26,NULL,2,Created,0,NULL,NULL
622,ExecuteTask,"2020-06-01 17:23:48",27,NULL,2,Created,0,NULL,NULL
623,ExecuteTask,"2020-06-01 17:24:33",28,3,2,RanToCompletion,0,"2020-06-01 17:26:27",Succeeded
624,ExecuteTask,"2020-06-01 17:25:18",29,1,2,RanToCompletion,0,"2020-06-01 17:27:55",Succeeded
625,ExecuteTask,"2020-06-01 17:26:03",30,2,2,RanToCompletion,0,"2020-06-01 17:27:13",Succeeded
626,ExecuteTask,"2020-06-01 17:26:48",21,3,2,RanToCompletion,0,"2020-06-01 17:29:47",Succeeded
627,ExecuteTask,"2020-06-01 17:27:33",22,2,2,RanToCompletion,0,"2020-06-01 17:29:10",Succeeded
628,ExecuteTask,"2020-06-01 17:28:18",23,1,2,RanToCompletion,0,"2020-06-01 17:32:00",Succeeded
629,ExecuteTask,"2020-06-01 17:29:03",24,NULL,2,Created,0,NULL,NULL
630,ExecuteTask,"2020-06-01 17:29:48",25,2,2,RanToCompletion,0,"2020-06-01 17:32:48",Succeeded
631,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 17:34:33",Succeeded
632,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 17:34:33",Succeeded
633,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 17:34:33",Succeeded
634,ExecuteTask,"2020-06-01 17:35:18",21,2,2,RanToCompletion,0,"2020-06-01 17:37:04",Succeeded
635,ExecuteTask,"2020-06-01 17:36:03",22,1,2,RanToCompletion,0,"2020-06-01 17:38:10",Succeeded
636,ExecuteTask,"2020-06-01 17:36:48",23,3,2,RanToCompletion,0,"2020-06-01 17:37:41",Succeeded
637,ExecuteTask,"2020-06-01 17:37:33",24,2,2,RanToCompletion,0,"2020-06-01 17:39:28",Succeeded
638,ExecuteTask,"2020-06-01 17:38:18",25,3,2,RanToCompletion,0,"2020-06-01 17:40:31",Succeeded
639,ExecuteTask,"2020-06-01 17:39:03",26,1,2,RanToCompletion,0,"2020-06-01 17:41:58",Succeeded
640,ExecuteTask,"2020-06-01 17:39:48",27,2,2,RanToCompletion,0,"2020-06-01 17:42:02",Succeeded
641,ExecuteTask,"2020-06-01 17:40:33",28,NULL,2,Created,0,NULL,NULL
642,ExecuteTask,"2020-06-01 17:41:18",29,3,2,RanToCompletion,0,"2020-06-01 17:43:25",Succeeded
643,ExecuteTask,"2020-06-01 17:42:03",30,1,2,RanToCompletion,0,"2020-06-01 17:43:27",Succeeded
644,ExecuteTask,"2020-06-01 17:42:48",21,2,2,RanToCompletion,0,"2020-06-01 17:46:02",Succeeded
645,ExecuteTask,"2020-06-01 17:43:33",22,3,2,RanToCompletion,0,"2020-06-01 17:46:11",Succeeded
646,ExecuteTask,"2020-06-01 17:44:18",23,1,2,RanToCompletion,0,"2020-06-01 17:45:58",Succeeded
647,ExecuteTask,"2020-06-01 17:45:03",24,NULL,2,Created,0,NULL,NULL
648,ExecuteTask,"2020-06-01 17:45:48",25,NULL,2,Created,0,NULL,NULL
649,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 17:48:33",Succeeded
650,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 17:48:33",Succeeded
651,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 17:48:33",Succeeded
652,ExecuteTask,"2020-06-01 17:49:18",21,2,2,RanToCompletion,0,"2020-06-01 17:51:04",Succeeded
653,ExecuteTask,"2020-06-01 17:50:03",22,3,2,RanToCompletion,0,"2020-06-01 17:50:52",Succeeded
654,ExecuteTask,"2020-06-01 17:50:48",23,1,2,RanToCompletion,0,"2020-06-01 17:53:35",Succeeded
655,ExecuteTask,"2020-06-01 17:51:33",24,3,2,RanToCompletion,0,"2020-06-01 17:53:51",Succeeded
656,ExecuteTask,"2020-06-01 17:52:18",25,2,2,RanToCompletion,0,"2020-06-01 17:54:37",Succeeded
657,ExecuteTask,"2020-06-01 17:53:03",26,NULL,2,Created,0,NULL,NULL
658,ExecuteTask,"2020-06-01 17:53:48",27,1,2,RanToCompletion,0,"2020-06-01 17:56:54",Succeeded
659,ExecuteTask,"2020-06-01 17:54:33",28,3,2,RanToCompletion,0,"2020-06-01 17:56:28",Succeeded
660,ExecuteTask,"2020-06-01 17:55:18",29,2,2,RanToCompletion,0,"2020-06-01 17:57:26",Succeeded
661,ExecuteTask,"2020-06-01 17:56:03",30,NULL,2,Created,0,NULL,NULL
662,ExecuteTask,"2020-06-01 17:56:48",21,3,2,RanToCompletion,0,"2020-06-01 17:59:47",Succeeded
663,ExecuteTask,"2020-06-01 17:57:33",22,1,2,RanToCompletion,0,"2020-06-01 18:00:36",Succeeded
664,ExecuteTask,"2020-06-01 17:58:18",23,2,2,RanToCompletion,0,"2020-06-01 18:01:00",Succeeded
665,ExecuteTask,"2020-06-01 17:59:03",24,NULL,2,Created,0,NULL,NULL
666,ExecuteTask,"2020-06-01 17:59:48",25,NULL,2,Created,0,NULL,NULL
667,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 18:03:07",Succeeded
668,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 18:03:06",Succeeded
669,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 18:03:07",Succeeded
670,ExecuteTask,"2020-06-01 18:03:52",21,2,2,RanToCompletion,0,"2020-06-01 18:05:38",Succeeded
671,ExecuteTask,"2020-06-01 18:04:37",22,3,2,RanToCompletion,0,"2020-06-01 18:05:26",Succeeded
672,ExecuteTask,"2020-06-01 18:05:22",23,1,2,RanToCompletion,0,"2020-06-01 18:08:54",Succeeded
673,ExecuteTask,"2020-06-01 18:06:07",24,3,2,RanToCompletion,0,"2020-06-01 18:08:33",Succeeded
674,ExecuteTask,"2020-06-01 18:06:52",25,2,2,RanToCompletion,0,"2020-06-01 18:09:47",Succeeded
675,ExecuteTask,"2020-06-01 18:07:37",26,NULL,2,Created,0,NULL,NULL
676,ExecuteTask,"2020-06-01 18:08:22",27,NULL,2,Created,0,NULL,NULL
677,ExecuteTask,"2020-06-01 18:09:07",28,3,2,RanToCompletion,0,"2020-06-01 18:11:02",Succeeded
678,ExecuteTask,"2020-06-01 18:09:52",29,1,2,RanToCompletion,0,"2020-06-01 18:12:29",Succeeded
679,ExecuteTask,"2020-06-01 18:10:37",30,2,2,RanToCompletion,0,"2020-06-01 18:11:46",Succeeded
680,ExecuteTask,"2020-06-01 18:11:22",21,3,2,RanToCompletion,0,"2020-06-01 18:14:21",Succeeded
681,ExecuteTask,"2020-06-01 18:12:07",22,2,2,RanToCompletion,0,"2020-06-01 18:13:43",Succeeded
682,ExecuteTask,"2020-06-01 18:12:52",23,1,2,RanToCompletion,0,"2020-06-01 18:15:35",Succeeded
683,ExecuteTask,"2020-06-01 18:13:37",24,NULL,2,Created,0,NULL,NULL
684,ExecuteTask,"2020-06-01 18:14:22",25,2,2,RanToCompletion,0,"2020-06-01 18:16:35",Succeeded
685,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 18:18:12",Succeeded
686,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 18:18:11",Succeeded
687,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 18:18:12",Succeeded
688,ExecuteTask,"2020-06-01 18:18:57",21,2,2,RanToCompletion,0,"2020-06-01 18:20:43",Succeeded
689,ExecuteTask,"2020-06-01 18:19:42",22,3,2,RanToCompletion,0,"2020-06-01 18:20:31",Succeeded
690,ExecuteTask,"2020-06-01 18:20:27",23,1,2,RanToCompletion,0,"2020-06-01 18:23:15",Succeeded
691,ExecuteTask,"2020-06-01 18:21:12",24,3,2,RanToCompletion,0,"2020-06-01 18:23:31",Succeeded
692,ExecuteTask,"2020-06-01 18:21:57",25,2,2,RanToCompletion,0,"2020-06-01 18:24:26",Succeeded
693,ExecuteTask,"2020-06-01 18:22:42",26,NULL,2,Created,0,NULL,NULL
694,ExecuteTask,"2020-06-01 18:23:27",27,1,2,RanToCompletion,0,"2020-06-01 18:26:40",Succeeded
695,ExecuteTask,"2020-06-01 18:24:12",28,3,2,RanToCompletion,0,"2020-06-01 18:26:06",Succeeded
696,ExecuteTask,"2020-06-01 18:24:57",29,2,2,RanToCompletion,0,"2020-06-01 18:27:05",Succeeded
697,ExecuteTask,"2020-06-01 18:25:42",30,NULL,2,Created,0,NULL,NULL
698,ExecuteTask,"2020-06-01 18:26:27",21,3,2,RanToCompletion,0,"2020-06-01 18:29:27",Succeeded
699,ExecuteTask,"2020-06-01 18:27:12",22,1,2,RanToCompletion,0,"2020-06-01 18:30:14",Succeeded
700,ExecuteTask,"2020-06-01 18:27:57",23,2,2,RanToCompletion,0,"2020-06-01 18:30:37",Succeeded
701,ExecuteTask,"2020-06-01 18:28:42",24,NULL,2,Created,0,NULL,NULL
702,ExecuteTask,"2020-06-01 18:29:27",25,NULL,2,Created,0,NULL,NULL
703,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 18:32:44",Succeeded
704,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 18:32:44",Succeeded
705,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 18:32:44",Succeeded
706,ExecuteTask,"2020-06-01 18:33:29",21,3,2,RanToCompletion,0,"2020-06-01 18:34:28",Succeeded
707,ExecuteTask,"2020-06-01 18:34:14",22,2,2,RanToCompletion,0,"2020-06-01 18:35:49",Succeeded
708,ExecuteTask,"2020-06-01 18:34:59",23,1,2,RanToCompletion,0,"2020-06-01 18:38:10",Succeeded
709,ExecuteTask,"2020-06-01 18:35:44",24,3,2,RanToCompletion,0,"2020-06-01 18:38:04",Succeeded
710,ExecuteTask,"2020-06-01 18:36:29",25,2,2,RanToCompletion,0,"2020-06-01 18:38:38",Succeeded
711,ExecuteTask,"2020-06-01 18:37:14",26,NULL,2,Created,0,NULL,NULL
712,ExecuteTask,"2020-06-01 18:37:59",27,NULL,2,Created,0,NULL,NULL
713,ExecuteTask,"2020-06-01 18:38:44",28,3,2,RanToCompletion,0,"2020-06-01 18:40:38",Succeeded
714,ExecuteTask,"2020-06-01 18:39:29",29,1,2,RanToCompletion,0,"2020-06-01 18:42:06",Succeeded
715,ExecuteTask,"2020-06-01 18:40:14",30,2,2,RanToCompletion,0,"2020-06-01 18:41:24",Succeeded
716,ExecuteTask,"2020-06-01 18:40:59",21,3,2,RanToCompletion,0,"2020-06-01 18:43:58",Succeeded
717,ExecuteTask,"2020-06-01 18:41:44",22,2,2,RanToCompletion,0,"2020-06-01 18:43:21",Succeeded
718,ExecuteTask,"2020-06-01 18:42:29",23,1,2,RanToCompletion,0,"2020-06-01 18:46:10",Succeeded
719,ExecuteTask,"2020-06-01 18:43:14",24,NULL,2,Created,0,NULL,NULL
720,ExecuteTask,"2020-06-01 18:43:59",25,2,2,RanToCompletion,0,"2020-06-01 18:47:03",Succeeded
721,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 18:48:47",Succeeded
722,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 18:48:47",Succeeded
723,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 18:48:46",Succeeded
724,ExecuteTask,"2020-06-01 18:49:32",21,3,2,RanToCompletion,0,"2020-06-01 18:50:32",Succeeded
725,ExecuteTask,"2020-06-01 18:50:17",22,2,2,RanToCompletion,0,"2020-06-01 18:51:53",Succeeded
726,ExecuteTask,"2020-06-01 18:51:02",23,1,2,RanToCompletion,0,"2020-06-01 18:54:37",Succeeded
727,ExecuteTask,"2020-06-01 18:51:47",24,3,2,RanToCompletion,0,"2020-06-01 18:54:14",Succeeded
728,ExecuteTask,"2020-06-01 18:52:32",25,2,2,RanToCompletion,0,"2020-06-01 18:55:25",Succeeded
729,ExecuteTask,"2020-06-01 18:53:17",26,NULL,2,Created,0,NULL,NULL
730,ExecuteTask,"2020-06-01 18:54:02",27,NULL,2,Created,0,NULL,NULL
731,ExecuteTask,"2020-06-01 18:54:47",28,3,2,RanToCompletion,0,"2020-06-01 18:56:41",Succeeded
732,ExecuteTask,"2020-06-01 18:55:32",29,1,2,RanToCompletion,0,"2020-06-01 18:58:09",Succeeded
733,ExecuteTask,"2020-06-01 18:56:17",30,2,2,RanToCompletion,0,"2020-06-01 18:57:25",Succeeded
734,ExecuteTask,"2020-06-01 18:57:02",21,3,2,RanToCompletion,0,"2020-06-01 19:00:01",Succeeded
735,ExecuteTask,"2020-06-01 18:57:47",22,2,2,RanToCompletion,0,"2020-06-01 18:59:25",Succeeded
736,ExecuteTask,"2020-06-01 18:58:32",23,1,2,RanToCompletion,0,"2020-06-01 19:01:43",Succeeded
737,ExecuteTask,"2020-06-01 18:59:17",24,NULL,2,Created,0,NULL,NULL
738,ExecuteTask,"2020-06-01 19:00:02",25,2,2,RanToCompletion,0,"2020-06-01 19:02:43",Succeeded
739,Charging,NULL,18,1,5,RanToCompletion,NULL,"2020-06-01 19:04:16",Succeeded
740,Charging,NULL,19,2,5,RanToCompletion,NULL,"2020-06-01 19:04:16",Succeeded
741,Charging,NULL,20,3,5,RanToCompletion,NULL,"2020-06-01 19:04:16",Succeeded
742,ExecuteTask,"2020-06-01 19:05:01",21,1,2,RanToCompletion,0,"2020-06-01 19:07:19",Succeeded
743,ExecuteTask,"2020-06-01 19:05:46",22,2,2,RanToCompletion,0,"2020-06-01 19:07:21",Succeeded
744,ExecuteTask,"2020-06-01 19:06:31",23,3,2,RanToCompletion,0,"2020-06-01 19:07:24",Succeeded
745,ExecuteTask,"2020-06-01 19:07:16",24,NULL,2,Created,0,NULL,NULL
746,ExecuteTask,"2020-06-01 19:08:01",25,1,2,RanToCompletion,0,"2020-06-01 19:10:20",Succeeded
747,ExecuteTask,"2020-06-01 19:08:46",26,2,2,RanToCompletion,0,"2020-06-01 19:11:41",Succeeded
748,ExecuteTask,"2020-06-01 19:09:31",27,3,2,RanToCompletion,0,"2020-06-01 19:12:45",Succeeded
749,ExecuteTask,"2020-06-01 19:10:16",28,NULL,2,Created,0,NULL,NULL
