1,0,0,0
0,1,0,0
0,0,1,0
0,0,0,1
1,5,0,0
1,10,0,0
1,15,0,0
1,20,0,0
1,25,0,0
1,30,0,0
1,35,0,0
1,40,0,0
1,45,0,0
1,50,0,0
5,10,0,0
5,15,0,0
5,20,0,0
5,25,0,0
5,30,0,0
5,35,0,0
5,40,0,0
5,45,0,0
5,50,0,0
10,5,0,0
10,15,0,0
10,20,0,0
10,25,0,0
10,30,0,0
10,35,0,0
10,40,0,0
10,45,0,0
10,50,0,0
15,5,0,0
15,10,0,0
15,20,0,0
15,25,0,0
15,30,0,0
15,35,0,0
15,40,0,0
15,45,0,0
15,50,0,0
20,5,0,0
20,10,0,0
20,15,0,0
20,25,0,0
20,30,0,0
20,35,0,0
20,40,0,0
20,45,0,0
20,50,0,0
25,5,0,0
25,10,0,0
25,15,0,0
25,20,0,0
25,30,0,0
25,35,0,0
25,40,0,0
25,45,0,0
25,50,0,0
30,5,0,0
30,10,0,0
30,15,0,0
30,20,0,0
30,25,0,0
30,30,0,0
30,35,0,0
30,40,0,0
30,45,0,0
30,50,0,0
35,5,0,0
35,10,0,0
35,15,0,0
35,20,0,0
35,25,0,0
35,30,0,0
35,40,0,0
35,45,0,0
35,50,0,0
40,5,0,0
40,10,0,0
40,15,0,0
40,20,0,0
40,25,0,0
40,30,0,0
40,35,0,0
40,45,0,0
40,50,0,0
45,5,0,0
45,10,0,0
45,15,0,0
45,20,0,0
45,25,0,0
45,30,0,0
45,35,0,0
45,40,0,0
45,50,0,0
50,5,0,0
50,10,0,0
50,15,0,0
50,20,0,0
50,25,0,0
50,30,0,0
50,35,0,0
50,40,0,0
50,45,0,0
